country_iso,country,population,children,working_age,elderly,pct_children,pct_working_age,pct_elderly,age_dependency_ratio,child_dependency_ratio,old_age_dependency_ratio,sex_ratio,median_age
KEN,Kenya,56889830.66,20784048.83,34402953.43,1702828.4,36.53385603169591,60.472940472626824,2.9932034956772715,65.36321736374828,60.41355976105217,4.949657602696118,98.84223854607721,20.969676611741825
UGA,Uganda,50611016.97,21930517.68,27563536.23,1116963.06,43.33150960590152,54.461534029909856,2.206956364188625,83.61583415017428,79.56351281273898,4.052321337435302,98.43962887753143,17.88342347366844
